ham,symbol,unicode
hamsymmlr hamalternatingmotion hamfinger2 hamthumbacrossmod hamextfingerl hampalml hamparbegin hamindexfinger hamfingerbase hamplus hamindexfinger hamfingerpad hamparend hamclose hamcirclel hamrepeatfromstart,gadget,e0e9 e0dd e002 e00d e026 e03e e0e2 e071 e079 e0e7 e071 e077 e0e3 e0d0 e096 e0d8
hamsymmlr hamfinger2345 hamthumboutmod hamindexfinger hamfingerhookmod hammiddlefinger hamfingerhookmod hamringfinger hamfingerhookmod hamextfingerol hampalml hamchest hamclose hamplus hamsymmlr hamfinger2345 hamthumboutmod hamindexfinger hamfingerhookmod hammiddlefinger hamfingerhookmod hamringfinger hamfingerhookmod hamextfingero hampalmdl hamchest hamclose hamplus hamsymmlr hamfinger2345 hamthumboutmod hamindexfinger hamfingerhookmod hammiddlefinger hamfingerhookmod hamringfinger hamfingerhookmod hamextfingerol hampalml hamchest hamclose hamplus hamsymmlr hamfinger2345 hamthumbacrossmod hamringfinger hamfingerhookmod hamextfingerol hampalml hamchest hamclose hamplus hamsymmlr hamfinger2345 hamthumbacrossmod hamringfinger hamfingerhookmod hamextfingerl hampalmd hamchest hamclose hamplus hamsymmlr hamfinger2345 hamthumbacrossmod hamringfinger hamfingerhookmod hamextfingero hampalml hamchest hamclose hammover,games,e0e9 e005 e00c e071 e012 e072 e012 e073 e012 e028 e03e e052 e0d0 e0e7 e0e9 e005 e00c e071 e012 e072 e012 e073 e012 e029 e03d e052 e0d0 e0e7 e0e9 e005 e00c e071 e012 e072 e012 e073 e012 e028 e03e e052 e0d0 e0e7 e0e9 e005 e00d e073 e012 e028 e03e e052 e0d0 e0e7 e0e9 e005 e00d e073 e012 e026 e03c e052 e0d0 e0e7 e0e9 e005 e00d e073 e012 e029 e03e e052 e0d0 e082
hamparbegin hamfist hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingero hampalml hamplus hamextfingero hampalmr hamparend hamparbegin hamthumb hamfingerbase hamplus hampinkyside hamparend hamtouch hamshoulders hamclose hamnomotion hamplus hamparbegin hamfist hamthumboutmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingerl hampalmr hamplus hamextfingero hampalmr hamparend hamparbegin hamindexfinger hamfingermidjoint hampalm hamplus hamthumb hamfingertip hamparend hamclose hamshoulders hamclose hammoved hamsmallmod hamnomotion hamplus hamfinger2 hamthumbacrossmod hamextfingerur hampalml hamshouldertop hamlrat hamclose hammoveur hamlargemod,gangtok,e0e2 e000 e00d e0e7 e000 e00d e0e3 e0e2 e029 e03e e0e7 e029 e03a e0e3 e0e2 e070 e079 e0e7 e06a e0e3 e0d1 e051 e0d0 e0af e0e7 e0e2 e000 e00c e0e7 e000 e00d e0e3 e0e2 e026 e03a e0e7 e029 e03a e0e3 e0e2 e071 e078 e067 e0e7 e070 e075 e0e3 e0d0 e051 e0d0 e084 e0c6 e0af e0e7 e002 e00d e021 e03e e050 e059 e0d0 e081 e0c7
hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerl hamplus hamextfingerr hamparend hamparbegin hampalml hamplus hampalmr hamparend hamparbegin hamwristback hamplus hampalm hamparend hamcircleo hamchest,gauze,e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e026 e0e7 e022 e0e3 e0e2 e03e e0e7 e03a e0e3 e0e2 e064 e0e7 e067 e0e3 e092 e052
hamsymmlr hamflathand hamthumboutmod hamfingerstraightmod hamextfingeru hampalml hamshouldertop hammover,gem,e0e9 e001 e00c e010 e020 e03e e050 e082
hamparbegin hamfinger23spread hamthumbacrossmod hamindexfinger hamfingerstraightmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingero hampalmu hamparend hamparbegin hampalm hamplus hamindexfinger hamfingerpad hamparend hamtouch hamchest hamclose hamreplace hamfinger23spread hamthumbacrossmod hamindexfinger hamfingerstraightmod hamextfingero hampalmd hamchest hamclose hamrepeatfromstart hamplus hamsymmlr hamflathand hamthumboutmod hamextfingeru hampalmu hamshoulders hamclose,geometry,e0e2 e004 e00d e071 e010 e0e7 e001 e00c e0e3 e0e2 e028 e03c e0e7 e029 e038 e0e3 e0e2 e067 e0e7 e071 e077 e0e3 e0d1 e052 e0d0 e0aa e004 e00d e071 e010 e029 e03c e052 e0d0 e0d8 e0e7 e0e9 e001 e00c e020 e038 e051 e0d0
hamfinger2345 hamthumboutmod hamextfingero hambetween hamextfingerul hampalmu hambetween hampalml hamshoulders hamlrat hamparbegin hammoveil hamreplace hamfist hamthumbacrossmod hamparend,get,e005 e00c e029 e0e6 e027 e038 e0e6 e03e e051 e059 e0e2 e08b e0aa e000 e00d e0e3
hamfinger2345 hamthumboutmod hamextfingero hambetween hamextfingerul hampalmu hambetween hampalml hamshoulders hamlrat hamparbegin hammoveil hamreplace hamfist hamthumbacrossmod hamparend hamplus hamflathand hamparbegin hamextfingerl hampalml hamplus hamextfingerr hampalmr hamparend hamparbegin hammiddlefinger hamfingernail hamplus hampalm hamparend hamclose hamchest hammoveo hamarcd hamsmallmod hamrepeatfromstart,getting,e005 e00c e029 e0e6 e027 e038 e0e6 e03e e051 e059 e0e2 e08b e0aa e000 e00d e0e3 e0e7 e001 e0e2 e026 e03e e0e7 e022 e03a e0e3 e0e2 e072 e076 e0e7 e067 e0e3 e0d0 e052 e089 e0bc e0c6 e0d8
hamsymmpar hamparbegin hamfist hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingero hampalml hamplus hamextfingero hampalmr hamparend hamparbegin hamindexfinger hamfingermidjoint hampalm hamplus hampinkyside hamparend hamtouch hamchest hamclose hamnomotion hammoveu hammoveo,gift,e0e8 e0e2 e000 e00d e0e7 e000 e00d e0e3 e0e2 e029 e03e e0e7 e029 e03a e0e3 e0e2 e071 e078 e067 e0e7 e06a e0e3 e0d1 e052 e0d0 e0af e080 e089
hamfinger2 hamthumbacrossmod hamextfingerul hampalmd hamnose hamlrat hamtouch,girl,e002 e00d e027 e03c e045 e059 e0d1
hamsymmlr hampinchall hamfingerstraightmod hamextfingero hampalmu hambetween hampalml hamparbegin hamshoulders hamlrat hamarmextended hamplus hamstomach hamparend hammoveo hamarcu,give-form,e0e9 e007 e010 e029 e038 e0e6 e03e e0e2 e051 e059 e0d4 e0e7 e053 e0e3 e089 e0ba
hamparbegin hamfinger2 hamthumbacrossmod hamplus hamcee12 hamparend hamparbegin hamextfingerl hampalmd hamplus hamextfingero hampalmd hamparend hamparbegin hamindexfinger hamfingerbase hampalm hamplus hamindexfinger hamfingerpad hamparend hamclose hamlrat hamshouldertop hamclose hammovel,goal,e0e2 e002 e00d e0e7 e009 e0e3 e0e2 e026 e03c e0e7 e029 e03c e0e3 e0e2 e071 e079 e067 e0e7 e071 e077 e0e3 e0d0 e059 e050 e0d0 e086
hamflathand hamfingerhookmod hamextfingeru hampalmu hamneck hamlrat hamtouch hammover hamsmallmod hammovel hamsmallmod,goat,e001 e012 e020 e038 e04f e059 e0d1 e082 e0c6 e086 e0c6
hampinch12open hamthumbacrossmod hamextfingeru hampalmdl hamcheek hamtouch hamplus hamfinger2345 hamthumboutmod hamextfingeru hampalmu hamshouldertop hamlrat hamclose hammovel hamsmallmod hamfast hamrepeatfromstart,gold,e008 e00d e020 e03d e049 e0d1 e0e7 e005 e00c e020 e038 e050 e059 e0d0 e086 e0c6 e0c8 e0d8
hampinch12open hamextfingeru hampalml hamchest hamlrat,good,e008 e020 e03e e052 e059
hamfist hamthumboutmod hamextfingero hampalml hamshoulders hamparbegin hammoved hamsmallmod hammoveo hamsmallmod hamparend hamnomotion hamplus hamfinger2345 hamthumboutmod hamextfingero hampalmu hamheadtop hamlrat hamparbegin hammoved hamlargemod hamslow hamreplace hamcee12 hammiddlefinger hamringfinger hampinky hamextfingero hampalmu hamstomach hamlrat hamparend,good_evening,e000 e00c e029 e03e e051 e0e2 e084 e0c6 e089 e0c6 e0e3 e0af e0e7 e005 e00c e029 e038 e041 e059 e0e2 e084 e0c7 e0c9 e0aa e009 e072 e073 e074 e029 e038 e053 e059 e0e3
hamfist hamthumbopenmod,good_morning,e000 e00e
hamsymmpar hamparbegin hamfist hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingerl hambetween hamextfingerol hampalml hamplus hamextfingerr hambetween hamextfingeror hampalmr hamparend hamparbegin hamindexfinger hamfingermidjoint hamplus hampinkyside hamparend hamtouch hammoveu hammoved,government,e0e8 e0e2 e000 e0e7 e000 e00d e0e3 e0e2 e026 e0e6 e028 e03e e0e7 e022 e0e6 e02a e03a e0e3 e0e2 e071 e078 e0e7 e06a e0e3 e0d1 e080 e084
hamfist hamextfingeru hampalmd hamlips hamlrat hamreplace hamfist hamextfingerd hampalmu hamplus hamfist hamextfingero hampalml hamchest hamlrat hamparbegin hammoveol hamarcu hamparend hamrepeatcontinue,grandfather,e000 e020 e03c e04a e059 e0aa e000 e024 e038 e0e7 e000 e029 e03e e052 e059 e0e2 e088 e0ba e0e3 e0da
hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfinger2 hamthumbopenmod hamparend hamparbegin hamextfingero hampalmd hamplus hamextfingeru hampalmr hamparend hamparbegin hamindexfinger hamfingerpad hamplus hamindexfinger hamfingertip hamparend hamclose hamshoulders hammovedr hamseqbegin hammoveur hamsmallmod hammovedr hamsmallmod hamseqend hamrepeatcontinueseveral,graph,e0e2 e002 e00d e0e7 e002 e00e e0e3 e0e2 e029 e03c e0e7 e020 e03a e0e3 e0e2 e071 e077 e0e7 e071 e075 e0e3 e0d0 e051 e083 e0e0 e081 e0c6 e083 e0c6 e0e1 e0db
hamsymmlr hamfinger2 hamthumbacrossmod hamextfingerl hampalmd hamshoulders hamclose hamreplace hamfinger2 hamthumbacrossmod hamextfingerl hampalml hamreplace hamfinger2 hamthumbacrossmod hamextfingerl hampalmd hamreplace hamfinger2 hamthumbacrossmod hamextfingerl hampalml hamreplace hamfinger2 hamthumbacrossmod hamextfingerl hampalmd,grill,e0e9 e002 e00d e026 e03c e051 e0d0 e0aa e002 e00d e026 e03e e0aa e002 e00d e026 e03c e0aa e002 e00d e026 e03e e0aa e002 e00d e026 e03c
hamfinger2 hamfingerbendmod hamthumbacrossmod hamextfingeru hampalmdl hamforehead hamclose hammovei hamrepeatfromstart hamplus hamfinger2 hamthumbacrossmod hamextfingerl hampalmd hamchest hamclose hamplus hamsymmlr hamparbegin hamfinger2 hamthumbopenmod hamplus hamfinger2 hamthumbopenmod hamparend hamparbegin hamextfingeru hampalmdl hamplus hamextfingeru hampalmdr hamparend hamshoulders hamclose,gujarati,e002 e011 e00d e020 e03d e042 e0d0 e08c e0d8 e0e7 e002 e00d e026 e03c e052 e0d0 e0e7 e0e9 e0e2 e002 e00e e0e7 e002 e00e e0e3 e0e2 e020 e03d e0e7 e020 e03b e0e3 e051 e0d0
hamfinger2 hamextfingerol hampalml hamchest hamclose hamreplace hamfinger2 hamfingerhookmod hamextfingerol hampalml hamchest hamclose hamreplace hamfinger2 hamextfingerol hampalml hamchest hamclose hamreplace hamfinger2 hamfingerhookmod hamextfingerol hampalml hamchest hamclose,gun,e002 e028 e03e e052 e0d0 e0aa e002 e012 e028 e03e e052 e0d0 e0aa e002 e028 e03e e052 e0d0 e0aa e002 e012 e028 e03e e052 e0d0
hamflathand hamthumboutmod hamparbegin hamextfingero hampalmd hamplus hamextfingeror hampalmu hamparend hamparbegin hamhandback hamplus hampalm hamparend hamtouch hamstomach hamclose hammoveor,h,e001 e00c e0e2 e029 e03c e0e7 e02a e038 e0e3 e0e2 e068 e0e7 e067 e0e3 e0d1 e053 e0d0 e08a
hamflathand hamextfingeru hampalmu hamteeth hamclose hamnomotion hammoved hamchest,h_eat,e001 e020 e038 e04c e0d0 e0af e084 e052
hamsymmlr hamfist hamthumbacrossmod hamextfingeru hampalmdl hambetween hampalml hamshoulders hamclose hammover hamsmallmod hamfast hamrepeatfromstartseveral hamnomotion hamplus hamcee12 hamfingerstraightmod hamextfingerur hampalmu hamshoulders hamlrat hamclose hamnomotion hamplus hamsymmlr hamfingerstraightmod hamlargemod hamalternatingmotion hamfinger23 hamthumbopenmod hamfingerstraightmod hamextfingero hampalml hamshouldertop hamclose hammoveu hamlargemod hamrepeatfromstartseveral,hail,e0e9 e000 e00d e020 e03d e0e6 e03e e051 e0d0 e082 e0c6 e0c8 e0d9 e0af e0e7 e009 e010 e021 e038 e051 e059 e0d0 e0af e0e7 e0e9 e010 e0c7 e0dd e003 e00e e010 e029 e03e e050 e0d0 e080 e0c7 e0d9
hamfinger2 hamthumboutmod hamextfingeru hampalmdl hamforehead hamlrat hamtouch hammoveu hamsmallmod hamnomotion hamreplace hamfinger2 hamthumboutmod hamfingerstraightmod,hair_clip,e002 e00c e020 e03d e042 e059 e0d1 e080 e0c6 e0af e0aa e002 e00c e010
hamflathand hamthumboutmod hamparbegin hamextfingerol hampalml hamplus hamextfingeror hampalmu hamparend hamparbegin hampalm hamplus hampinkyside hamparend hamtouch hammoveir hamsmallmod,halfpast,e001 e00c e0e2 e028 e03e e0e7 e02a e038 e0e3 e0e2 e067 e0e7 e06a e0e3 e0d1 e08d e0c6
hamparbegin hamflathand hamplus hamflathand hamparend hamparbegin hamextfingerl hampalml hamplus hamextfingerr hampalmr hamparend hamparbegin hamhandback hamplus hampalm hamparend hamtouch hammoved hamsmallmod hamplus hamparbegin hamflathand hamplus hamflathand hamparend hamparbegin hamextfingerl hampalml hamplus hamextfingerr hampalmr hamparend hamparbegin hampalm hamplus hamhandback hamparend hamtouch hammoved hamsmallmod,handicapped,e0e2 e001 e0e7 e001 e0e3 e0e2 e026 e03e e0e7 e022 e03a e0e3 e0e2 e068 e0e7 e067 e0e3 e0d1 e084 e0c6 e0e7 e0e2 e001 e0e7 e001 e0e3 e0e2 e026 e03e e0e7 e022 e03a e0e3 e0e2 e067 e0e7 e068 e0e3 e0d1 e084 e0c6
hamsymmlr hamflathand hamthumboutmod hamextfingero hampalmu hamtouch hamchest hamclose hamplus hamsymmpar hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingeror hambetween hamextfingero hampalmu hamplus hamextfingeror hambetween hamextfingero hampalmu hamparend hamparbegin hampinkyside hamplus hampinkyside hamparend hamtouch hamshoulders hamlrat hamclose hamnomotion hammoveor hamsmallmod hamrepeatcontinue hamnomotion hamplus hamfinger2345 hamthumboutmod hamfingerhookmod hamextfingeru hampalmd hamshouldertop hamlrbeside hamclose hamplus hamfinger2345 hamthumboutmod hamfingerhookmod hamextfingero hampalmd hamchest hamlrat hamclose,harbour,e0e9 e001 e00c e029 e038 e0d1 e052 e0d0 e0e7 e0e8 e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e02a e0e6 e029 e038 e0e7 e02a e0e6 e029 e038 e0e3 e0e2 e06a e0e7 e06a e0e3 e0d1 e051 e059 e0d0 e0af e08a e0c6 e0da e0af e0e7 e005 e00c e012 e020 e03c e050 e058 e0d0 e0e7 e005 e00c e012 e029 e03c e052 e059 e0d0
hamparbegin hamfinger2 hamfingerbendmod hamplus hamfist hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingero hambetween hamextfingerr hampalmr hamparend hamparbegin hamindexfinger hamfingertip hamplus hamindexfinger hamfingertip hamparend hamclose hamshoulders hamseqbegin hammoveu hammoved hamseqend hamrepeatfromstart hamplus hamsymmlr hamfist hamextfingero hampalml hamshoulders hamlrat hamcircleo,hard_work,e0e2 e002 e011 e0e7 e000 e0e3 e0e2 e020 e03e e0e7 e029 e0e6 e022 e03a e0e3 e0e2 e071 e075 e0e7 e071 e075 e0e3 e0d0 e051 e0e0 e080 e084 e0e1 e0d8 e0e7 e0e9 e000 e029 e03e e051 e059 e092
hamparbegin hamfinger2 hamfingerbendmod hamplus hamfist hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingero hambetween hamextfingerr hampalmr hamparend hamparbegin hamindexfinger hamfingertip hamplus hamindexfinger hamfingertip hamparend hamclose hamshoulders hamseqbegin hammoveu hammoved hamseqend hamrepeatfromstart hamplus hamsymmlr hamfist hamextfingero hampalml hamshoulders hamlrat hamcircleo,hard_working,e0e2 e002 e011 e0e7 e000 e0e3 e0e2 e020 e03e e0e7 e029 e0e6 e022 e03a e0e3 e0e2 e071 e075 e0e7 e071 e075 e0e3 e0d0 e051 e0e0 e080 e084 e0e1 e0d8 e0e7 e0e9 e000 e029 e03e e051 e059 e092
hamparbegin hamflathand hamplus hamflathand hamparend hamparbegin hamextfingero hambetween hamextfingerl hampalmd hamplus hamextfingero hambetween hamextfingerl hampalmd hamparend hamparbegin hamchest hamlrat hamplus hamlrat hamchest hamparend hamplus hamparbegin hamfinger2 hamfingerstraightmod hamplus hamflathand hamfingerstraightmod hamparend hamparbegin hamextfingero hambetween hamextfingerl hampalmd hamplus hamextfingero hambetween hamextfingerl hampalmd hamparend hamparbegin hamchest hamlrat hamplus hamlrat hamchest hamparend hamparbegin hammover hamsmallmod hamreplace hamfinger23spread hamfingerstraightmod hamparend hamplus hamparbegin hamfinger23spread hamfingerstraightmod hamplus hamflathand hamparend hamparbegin hamextfingero hambetween hamextfingerl hampalmd hamplus hamextfingero hambetween hamextfingerl hampalmd hamparend hamparbegin hamchest hamlrat hamplus hamlrat hamchest hamparend hamparbegin hammover hamsmallmod hamreplace hamfinger2345 hamfingerstraightmod hampinky hamdoublehooked hamparend hamplus hamparbegin hamfinger2345 hamfingerstraightmod hampinky hamdoublehooked hamplus hamflathand hamfingerstraightmod hamparend hamparbegin hamextfingero hambetween hamextfingerl hampalmd hamplus hamextfingero hambetween hamextfingerl hampalmd hamparend hamparbegin hamchest hamlrat hamplus hamlrat hamchest hamparend,harmonium,e0e2 e001 e0e7 e001 e0e3 e0e2 e029 e0e6 e026 e03c e0e7 e029 e0e6 e026 e03c e0e3 e0e2 e052 e059 e0e7 e059 e052 e0e3 e0e7 e0e2 e002 e010 e0e7 e001 e010 e0e3 e0e2 e029 e0e6 e026 e03c e0e7 e029 e0e6 e026 e03c e0e3 e0e2 e052 e059 e0e7 e059 e052 e0e3 e0e2 e082 e0c6 e0aa e004 e010 e0e3 e0e7 e0e2 e004 e010 e0e7 e001 e0e3 e0e2 e029 e0e6 e026 e03c e0e7 e029 e0e6 e026 e03c e0e3 e0e2 e052 e059 e0e7 e059 e052 e0e3 e0e2 e082 e0c6 e0aa e005 e010 e074 e014 e0e3 e0e7 e0e2 e005 e010 e074 e014 e0e7 e001 e010 e0e3 e0e2 e029 e0e6 e026 e03c e0e7 e029 e0e6 e026 e03c e0e3 e0e2 e052 e059 e0e7 e059 e052 e0e3
hamsymmlr hamfingerstraightmod hamlargemod hamalternatingmotion hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalmu hamplus hamextfingeru hampalmu hamparend hamparbegin hamshouldertop hamlrat hamplus hamlrat hamshouldertop hamparend hammoveu hamrepeatfromstart hamalternatingmotion hamplus hamparbegin hamflathand hamthumboutmod hamplus hamfist hamparend hamparbegin hamextfingero hampalmu hamplus hamextfingero hampalmr hamparend hamchest hamclose hammovel hamrepeatfromstartseveral hamplus hamcee12 hamextfingerr hampalml hamshouldertop hamlrat hammoved,harvest,e0e9 e010 e0c7 e0dd e0e2 e002 e00d e0e7 e002 e00d e0e3 e0e2 e020 e038 e0e7 e020 e038 e0e3 e0e2 e050 e059 e0e7 e059 e050 e0e3 e080 e0d8 e0dd e0e7 e0e2 e001 e00c e0e7 e000 e0e3 e0e2 e029 e038 e0e7 e029 e03a e0e3 e052 e0d0 e086 e0d9 e0e7 e009 e022 e03e e050 e059 e084
hamflathand hamthumboutmod hamextfingeru hampalmd hamshoulders hamclose hamnomotion hammoveo hamrepeatfromstartseveral,have,e001 e00c e020 e03c e051 e0d0 e0af e089 e0d9
hamfist hamextfingerl hampalml,hclosedhand,e000 e026 e03e
hamflathand hamfingerbendmod hamextfingeru hampalml hamear hamlrat hambetween hamheadtop hamlrat,head,e001 e011 e020 e03e e047 e059 e0e6 e041 e059
hamflathand hamthumboutmod hambetween hamfinger2345 hamextfingeru hampalmd hamshouldertop hamlrat hamarmextended hamswinging hamrepeatfromstart,hello,e001 e00c e0e6 e005 e020 e03c e050 e059 e0d4 e0a6 e0d8
hamsymmpar hamparbegin hamfist hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerl hampalml hamplus hamextfingeror hampalmu hamparend hamparbegin hampalm hamplus hampinkyside hamparend hamtouch hammoveo,help-you,e0e8 e0e2 e000 e00c e0e7 e001 e00c e0e3 e0e2 e026 e03e e0e7 e02a e038 e0e3 e0e2 e067 e0e7 e06a e0e3 e0d1 e089
hamfinger2 hamfingerstraightmod hamextfingeru hampalml hamnose hamtouch hamnomotion hamplus hamfinger2 hamextfingerur hampalmul hamshouldertop hamlrat,her,e002 e010 e020 e03e e045 e0d1 e0af e0e7 e002 e021 e03f e050 e059
hamsymmlr hamfist hamextfingerul hampalmdl hamshoulders hammover hammovel hamtouch hammover hammovel hamtouch,hfight,e0e9 e000 e027 e03d e051 e082 e086 e0d1 e082 e086 e0d1
hamfinger2345 hamthumbacrossmod hamextfingeru hampalmd hamchest hamclose hammoveo,hfour,e005 e00d e020 e03c e052 e0d0 e089
hamfinger2 hamextfingero hampalmd hammoveu hamarcl hamlargemod hamreplace hamfinger2 hamextfingeru hampalmdl,himself,e002 e029 e03c e080 e0b9 e0c7 e0aa e002 e020 e03d
hamsymmlr hamfist hamthumbacrossmod hamparbegin hamextfingerul hampalmd hamplus hamextfingerur hampalmu hamparend hamparbegin hamthumb hamfingerbase hamplus hamwristback hamparend hamtouch hamchest hammovei,hire,e0e9 e000 e00d e0e2 e027 e03c e0e7 e021 e038 e0e3 e0e2 e070 e079 e0e7 e064 e0e3 e0d1 e052 e08c
hamsymmpar hamparbegin hamfist hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingero hamplus hamextfingerdr hamparend hamparbegin hampalmu hamplus hampalmd hamparend hamclose hamchest hammovedl hamrepeatfromstartseveral,hit_hard,e0e8 e0e2 e000 e00d e0e7 e000 e00d e0e3 e0e2 e029 e0e7 e023 e0e3 e0e2 e038 e0e7 e03c e0e3 e0d0 e052 e085 e0d9
hamfinger2 hamthumbacrossmod hamextfingeri hampalmr hamchest hamtouch,hme,e002 e00d e02c e03a e052 e0d1
hamfinger2 hamthumbacrossmod hamextfingerul hampalmdl hamforehead hamlrbeside hamtouch,hmind,e002 e00d e027 e03d e042 e058 e0d1
hamcee12 hamindexfinger hammiddlefinger hamextfingeru hampalmdl hamshoulders hamclose hamreplace hampinch12 hamindexfinger hammiddlefinger hamextfingeru hampalmdl hamshoulders hamclose hamrepeatfromstart,hnot,e009 e071 e072 e020 e03d e051 e0d0 e0aa e006 e071 e072 e020 e03d e051 e0d0 e0d8
hamparbegin hamfinger2 hamplus hamflathand hamfingerbendmod hamparend hamparbegin hamextfingerl hampalmd hamplus hamextfingero hambetween hamextfingerol hampalmd hamparend hamparbegin hamthumb hamfingermidjoint hamplus hamindexfinger hamfingerpad hamparend hamclose hamcirclel,hole,e0e2 e002 e0e7 e001 e011 e0e3 e0e2 e026 e03c e0e7 e029 e0e6 e028 e03c e0e3 e0e2 e070 e078 e0e7 e071 e077 e0e3 e0d0 e096
hamparbegin hampinchall hamthumbacrossmod hamfingerstraightmod hamplus hamceeall hamthumboutmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingeror hampalmd hamparend hamparbegin hamchest hamlrat hamplus hamlrat hamstomach hamparend hammovedl hammovedl hamlargemod,hollow,e0e2 e007 e00d e010 e0e7 e00a e00c e0e3 e0e2 e028 e03c e0e7 e02a e03c e0e3 e0e2 e052 e059 e0e7 e059 e053 e0e3 e085 e085 e0c7
hamfinger2 hamextfingeru hambetween hamextfingerl hampalmdl hamforehead hamlrat hamseqbegin hammover hamsmallmod hammovel hamsmallmod hamseqend,hope,e002 e020 e0e6 e026 e03d e042 e059 e0e0 e082 e0c6 e086 e0c6 e0e1
hamsymmlr hamceeall hamfingerstraightmod hamringfinger hamfingerhookmod hampinky hamfingerhookmod hamextfingeru hampalml hamhead hamclose hammoveur,horns,e0e9 e00a e010 e073 e012 e074 e012 e020 e03e e040 e0d0 e081
hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfist hamparend hamparbegin hamextfingerd hampalmd hamplus hamextfingerr hampalmd hamparend hamparbegin hamwristback hamplus hamindexfinger hamfingertip hamparend hamtouch hamcircled,hour,e0e2 e002 e00d e0e7 e000 e0e3 e0e2 e024 e03c e0e7 e022 e03c e0e3 e0e2 e064 e0e7 e071 e075 e0e3 e0d1 e094
hamsymmlr hamfinger2345 hamthumboutmod hammiddlefinger hamfingerbendmod hamringfinger hamfingerstraightmod hampinky hamfingerstraightmod hamextfingero hampalmu hamclose hamchest hamseqbegin hammover hamsmallmod hammovel hamsmallmod hamseqend hamrepeatfromstart,how,e0e9 e005 e00c e072 e011 e073 e010 e074 e010 e029 e038 e0d0 e052 e0e0 e082 e0c6 e086 e0c6 e0e1 e0d8
hamfinger2 hamfingerbendmod hamextfingero hampalmul hamplus hamfinger2345 hamthumboutmod hammiddlefinger hamfingerbendmod hamringfinger hamfingerstraightmod hampinky hamfingerstraightmod hamextfingero hampalmu hamclose hamchest hamseqbegin hammover hamsmallmod hammovel hamsmallmod hamseqend hamrepeatfromstart,how_much,e002 e011 e029 e03f e0e7 e005 e00c e072 e011 e073 e010 e074 e010 e029 e038 e0d0 e052 e0e0 e082 e0c6 e086 e0c6 e0e1 e0d8
hamsymmlr hamflathand hambetween hamfinger2345 hamthumboutmod hamextfingerul hampalmdl hambetween hampalml hamchest hamlrat hamtouch hamparbegin hammoveo hamreplace hamfist hamthumboutmod hamextfingerol hampalmul hambetween hampalmu hamchest hamlrat hamarmextended hamparend,howareyou,e0e9 e001 e0e6 e005 e00c e027 e03d e0e6 e03e e052 e059 e0d1 e0e2 e089 e0aa e000 e00c e028 e03f e0e6 e038 e052 e059 e0d4 e0e3
hampinch12 hamextfingeru hampalmd hamstomach hamlrat hamclose hammoveu,hsemiroundhandu,e006 e020 e03c e053 e059 e0d0 e080
hamfinger2 hamthumbacrossmod hamfingerbendmod hamextfingerol hampalmd hamchest hamclose hamswinging,htap,e002 e00d e011 e028 e03c e052 e0d0 e0a6
hamfinger2345 hamthumbacrossmod hampinky hamfingerhookmod hamextfingeru hampalmd hamchest hamclose hammoveo,hthree,e005 e00d e074 e012 e020 e03c e052 e0d0 e089
hamsymmlr hamfinger2345 hamextfingerd hampalmu hamstomach hammover,htub,e0e9 e005 e024 e038 e053 e082
hamfinger2 hamthumbacrossmod hamfingerhookmod hamextfingerl hampalmd hamlrat hamforehead hamtouch hamreplace hamfinger2 hamthumbacrossmod hamfingerhookmod hamextfingerl hampalmd hamforehead hamlrat hamtouch hamplus hamfinger2345 hammiddlefinger hamfingerstraightmod hamextfingeru hampalml,humidity,e002 e00d e012 e026 e03c e059 e042 e0d1 e0aa e002 e00d e012 e026 e03c e042 e059 e0d1 e0e7 e005 e072 e010 e020 e03e
hamflathand hamextfingeru hampalmu hamnose hamtouch hamnomotion hamplus hamflathand hamextfingerul hampalmr hamhead hamlrat hamclose hammovei hamsmallmod hamnomotion hamplus hamcee12 hamextfingeror hambetween hamextfingero hampalml hamhead hamlrat hamclose hammoved hamlargemod,hypocrite,e001 e020 e038 e045 e0d1 e0af e0e7 e001 e027 e03a e040 e059 e0d0 e08c e0c6 e0af e0e7 e009 e02a e0e6 e029 e03e e040 e059 e0d0 e084 e0c7
