ham,symbol,unicode
hamsymmpar hamflathand hamfingerbendmod hamextfingero hampalmu hamchest hamclose hammover hamrepeatfromstart hamplus hamsymmpar hamflathand hamfingerbendmod hamextfingero hampalmu hamchest hamclose hammoved hamnomotion hamplus hamsymmlr hamfist hamextfingero hampalmd hamchest hamclose hammoveo hamslow hamrepeatfromstart,baby_cot,e0e8 e001 e011 e029 e038 e052 e0d0 e082 e0d8 e0e7 e0e8 e001 e011 e029 e038 e052 e0d0 e084 e0af e0e7 e0e9 e000 e029 e03c e052 e0d0 e089 e0c9 e0d8
hamfist hamthumbacrossmod hamextfingerol hampalmd hamlrat hamstomach hamclose hammoveu hamlargemod hammoved hamlargemod hamlrat hamstomach hamclose,bag,e000 e00d e028 e03c e059 e053 e0d0 e080 e0c7 e084 e0c7 e059 e053 e0d0
hamsymmlr hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hamplus hamextfingeror hamparend hamparbegin hampalml hamplus hampalmur hamparend hamparbegin hampalm hamplus hampinkyside hamparend hamtouch hamparbegin hamswinging hamplus hamnomotion hamparend hamparbegin hamreplace hamfist hamextfingerl hampalml hamparbegin hamthumbside hamplus hampinkyside hamtouch hamparend hamparend hamstircw hamrepeatfromstart,bake,e0e9 e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e028 e0e7 e02a e0e3 e0e2 e03e e0e7 e039 e0e3 e0e2 e067 e0e7 e06a e0e3 e0d1 e0e2 e0a6 e0e7 e0af e0e3 e0e2 e0aa e000 e026 e03e e0e2 e069 e0e7 e06a e0d1 e0e3 e0e3 e0a8 e0d8
hamfinger23 hamthumbopenmod hamfingerbendmod hamextfingerur hampalmu hamshoulders hamlrat hamclose hamnomotion hamreplace hamextfingero hambetween hamextfingeru,ball,e003 e00e e011 e021 e038 e051 e059 e0d0 e0af e0aa e029 e0e6 e020
hamsymmlr hampinch12open hamextfingeru hampalmdl hamteeth hamtouch hammover hamsmallmod hamreplace hamflathand hamthumboutmod hamextfingeru hampalml hamreplace hamflathand hamthumboutmod hamextfingeru hampalmu hamtouch hamteeth hamclose,balloon,e0e9 e008 e020 e03d e04c e0d1 e082 e0c6 e0aa e001 e00c e020 e03e e0aa e001 e00c e020 e038 e0d1 e04c e0d0
hamparbegin hamfinger23 hamthumbacrossmod hamplus hamfinger23 hamthumbacrossmod hamparend hamparbegin hamextfingero hampalmd hamplus hamextfingero hampalmu hamparend hamparbegin hamshoulders hamlrat hamplus hamlrat hamshoulders hamparend hamnomotion hamplus hamparbegin hamfinger23 hamthumbacrossmod hamplus hamfinger23 hamthumbacrossmod hamparend hamparbegin hamextfingero hampalmd hamplus hamextfingeror hampalmd hamparend hamparbegin hamindexfinger hamfingermidjoint hampalm hamplus hamindexfinger hamfingermidjoint hamhandback hamparend hamtouch hamshoulders hamlrat hamclose,ban,e0e2 e003 e00d e0e7 e003 e00d e0e3 e0e2 e029 e03c e0e7 e029 e038 e0e3 e0e2 e051 e059 e0e7 e059 e051 e0e3 e0af e0e7 e0e2 e003 e00d e0e7 e003 e00d e0e3 e0e2 e029 e03c e0e7 e02a e03c e0e3 e0e2 e071 e078 e067 e0e7 e071 e078 e068 e0e3 e0d1 e051 e059 e0d0
hamsymmlr hamfingerstraightmod hamalternatingmotion hamflathand hamthumboutmod hamextfingerol hampalmu hamstomach hamseqbegin hammoveo hamfast hammovei hamfast hamseqend hamrepeatfromstartseveral,bangali,e0e9 e010 e0dd e001 e00c e028 e038 e053 e0e0 e089 e0c8 e08c e0c8 e0e1 e0d9
hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingeror hampalmu hamparend hamparbegin hampalm hamplus hampalm hamparend hamtouch hamchest hamclose hamreplace hamextfingero hammover,bank,e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e028 e03c e0e7 e02a e038 e0e3 e0e2 e067 e0e7 e067 e0e3 e0d1 e052 e0d0 e0aa e029 e082
hamfinger23spread hamthumbacrossmod hamextfingeru hampalmd hamear hamlrat hamclose hamparbegin hammovei hamsmallmod hamreplace hamfinger23 hamthumbacrossmod hamextfingerl hampalml hamparend hamrepeatcontinueseveral,barber,e004 e00d e020 e03c e047 e059 e0d0 e0e2 e08c e0c6 e0aa e003 e00d e026 e03e e0e3 e0db
hamsymmlr hamflathand hamfingerhookmod hamextfingeru hampalmdl hamchest hamclose hammoveo hamsmallmod hamrepeatfromstart,bark,e0e9 e001 e012 e020 e03d e052 e0d0 e089 e0c6 e0d8
hamsymmlr hamflathand hamthumboutmod hamfingerbendmod hamextfingerl hampalml hamstomach hamclose hammoveu hamlargemod hamslow hamplus hamparbegin hamflathand hamthumboutmod hamfingerbendmod hamplus hamflathand hamfingerbendmod hamthumboutmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingerr hampalmd hamparend hamparbegin hamshoulders hamlrat hamplus hamshoulders hamparend hamreplace hamextfingero hamreplace hamextfingerol hamreplace hamextfingero,barrel,e0e9 e001 e00c e011 e026 e03e e053 e0d0 e080 e0c7 e0c9 e0e7 e0e2 e001 e00c e011 e0e7 e001 e011 e00c e0e3 e0e2 e028 e03c e0e7 e022 e03c e0e3 e0e2 e051 e059 e0e7 e051 e0e3 e0aa e029 e0aa e028 e0aa e029
hamsymmlr hamparbegin hamfinger2 hamthumboutmod hamplus hamfinger2 hamthumboutmod hamparend hamparbegin hamextfingerol hambetween hamextfingeru hampalmd hamplus hamextfingeror hambetween hamextfingeru hampalmd hamparend hamparbegin hamindexfinger hamfingerpad hamplus hamindexfinger hamfingerpad hamparend hamtouch hamshouldertop hamclose hamplus hamsymmpar hamfingerstraightmod hamlargemod hamalternatingmotion hamparbegin hamfinger2345 hamthumboutmod hamplus hamfinger2345 hamthumboutmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingeror hampalmd hamparend hamparbegin hamhandback hamplus hampalm hamparend hamclose hamshoulders hamclose hamcircleu hamsmallmod hamplus hamparbegin hamfinger2 hamplus hamfinger2345 hamthumboutmod hamparend hamparbegin hamextfingero hampalmd hamplus hamextfingerr hampalmd hamparend hamparbegin hamindexfinger hamfingermidjoint hamplus hamindexfinger hamfingertip hamparend hamclose hamchest hamclose hammoveo hamplus hamsymmlr hampinch12open hamthumbacrossmod hamextfingerul hampalml hamlips hamclose hammoveo hamreplace hamextfingeru hampalmdl hamnomotion hamplus hamcee12 hamextfingeror hampalml hamshoulders hamlrat hamclose hammoved hamsmallmod hamfast hamrepeatfromstart hamreplace hamfinger2 hamthumbacrossmod hamextfingero hampalml hamplus hamsymmlr hamfingerstraightmod hamlargemod hamalternatingmotion hampinch12open hamthumbacrossmod hamextfingerol hampalml hamchest hamclose hammoveo hamsmallmod hamrepeatfromstart hamplus hamsymmpar hamlargemod hamfingerstraightmod hamalternatingmotion hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerl hampalml hamplus hamextfingerr hampalmr hamparend hamparbegin hamhandback hamplus hampalm hamparend hamclose hamchest hamclose hammoved hamplus hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerdl hampalml hamplus hamextfingerdr hampalmr hamparend hamparbegin hamchest hamlrat hamplus hamlrat hamchest hamparend hamreplace hamextfingerl hammoved hamnomotion hamplus hamfinger23 hamthumboutmod hammiddlefinger hamfingerstraightmod hamextfingerol hampalmu hamchest hamclose hamnomotion hamplus hamnondominant hamflathand hamthumboutmod hamextfingerur hampalmr hamelbowinside hamlrat hamtouch hamplus hamnondominant hamfinger23 hamthumboutmod hammiddlefinger hamfingerstraightmod hamextfingero hampalmu hamnomotion hamplus hamfinger23spread hamthumbacrossmod hamfingerhookmod hamextfingeru hampalmu hameyes hamclose hamnomotion hamplus hamsymmlr hamfinger23 hamthumboutmod hammiddlefinger hamfingerstraightmod hamextfingero hampalmu hamchest hamclose hamnomotion hamplus hamfinger2 hamthumbacrossmod hamextfingeru hampalml hamear hamlrat hamtouch hamnomotion hamplus hamfinger2 hamthumbacrossmod hamextfingeru hampalmu hamtongue hamtouch hamplus hamparbegin hamfinger23spread hamthumbacrossmod hamplus hamfinger23spread hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingeru hampalmr hamparend hamparbegin hamindexfinger hamfingerpad hampalm hamplus hamindexfinger hamfingerpad hampalm hamparend hamclose hamshoulders hamclose hamswinging hammover hamplus hamfinger2 hamthumbacrossmod hamextfingero hampalml,barrier_free_envirement,e0e9 e0e2 e002 e00c e0e7 e002 e00c e0e3 e0e2 e028 e0e6 e020 e03c e0e7 e02a e0e6 e020 e03c e0e3 e0e2 e071 e077 e0e7 e071 e077 e0e3 e0d1 e050 e0d0 e0e7 e0e8 e010 e0c7 e0dd e0e2 e005 e00c e0e7 e005 e00c e0e3 e0e2 e028 e03c e0e7 e02a e03c e0e3 e0e2 e068 e0e7 e067 e0e3 e0d0 e051 e0d0 e095 e0c6 e0e7 e0e2 e002 e0e7 e005 e00c e0e3 e0e2 e029 e03c e0e7 e022 e03c e0e3 e0e2 e071 e078 e0e7 e071 e075 e0e3 e0d0 e052 e0d0 e089 e0e7 e0e9 e008 e00d e027 e03e e04a e0d0 e089 e0aa e020 e03d e0af e0e7 e009 e02a e03e e051 e059 e0d0 e084 e0c6 e0c8 e0d8 e0aa e002 e00d e029 e03e e0e7 e0e9 e010 e0c7 e0dd e008 e00d e028 e03e e052 e0d0 e089 e0c6 e0d8 e0e7 e0e8 e0c7 e010 e0dd e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e026 e03e e0e7 e022 e03a e0e3 e0e2 e068 e0e7 e067 e0e3 e0d0 e052 e0d0 e084 e0e7 e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e025 e03e e0e7 e023 e03a e0e3 e0e2 e052 e059 e0e7 e059 e052 e0e3 e0aa e026 e084 e0af e0e7 e003 e00c e072 e010 e028 e038 e052 e0d0 e0af e0e7 e0ea e001 e00c e021 e03a e062 e059 e0d1 e0e7 e0ea e003 e00c e072 e010 e029 e038 e0af e0e7 e004 e00d e012 e020 e038 e044 e0d0 e0af e0e7 e0e9 e003 e00c e072 e010 e029 e038 e052 e0d0 e0af e0e7 e002 e00d e020 e03e e047 e059 e0d1 e0af e0e7 e002 e00d e020 e038 e04b e0d1 e0e7 e0e2 e004 e00d e0e7 e004 e00d e0e3 e0e2 e020 e03e e0e7 e020 e03a e0e3 e0e2 e071 e077 e067 e0e7 e071 e077 e067 e0e3 e0d0 e051 e0d0 e0a6 e082 e0e7 e002 e00d e029 e03e
hamsymmlr hamcee12 hamextfingeru hampalml hamshoulders hamclose hammoveo hamsmallmod hamfast hamrepeatfromstart,be_careful,e0e9 e009 e020 e03e e051 e0d0 e089 e0c6 e0c8 e0d8
hamfinger2 hamthumbacrossmod hamfingerhookmod hamextfingeru hampalmu hamteeth hamtouch hamnomotion hamplus hamflathand hamthumboutmod hamextfingeru hampalmu hameyes hamclose hammover hamrepeatfromstart hamplus hamsymmlr hamflathand hamfingerbendmod hamextfingeru hampalmdl hamforehead hamclose hamreplace hamflathand hamextfingerul hampalmdr hammover hamsmallmod hamplus hamsymmlr hamflathand hamextfingerol hambetween hamextfingero hampalmu hamshoulders hamclose hamplus hamsymmlr hamflathand hamfingerbendmod hamextfingero hampalmul hamshoulders hamclose hamplus hamsymmlr hamfingerstraightmod hamlargemod hamalternatingmotion hamfist hamthumboutmod hamextfingerl hampalmr hamshoulders hamclose hammoved hamrepeatfromstart,beaker,e002 e00d e012 e020 e038 e04c e0d1 e0af e0e7 e001 e00c e020 e038 e044 e0d0 e082 e0d8 e0e7 e0e9 e001 e011 e020 e03d e042 e0d0 e0aa e001 e027 e03b e082 e0c6 e0e7 e0e9 e001 e028 e0e6 e029 e038 e051 e0d0 e0e7 e0e9 e001 e011 e029 e03f e051 e0d0 e0e7 e0e9 e010 e0c7 e0dd e000 e00c e026 e03a e051 e0d0 e084 e0d8
hamflathand hamthumboutmod hamextfingerul hampalml hamshoulders hamtouch hammoved hamnomotion hamplus hamsymmlr hamfist hamthumbacrossmod hamextfingero hampalml hamchest hamclose hammovel hamsmallmod hamnomotion hamplus hamfinger2 hamthumbacrossmod hamextfingerol hampalml hamshoulders hamclose hammoved,bear_with_it,e001 e00c e027 e03e e051 e0d1 e084 e0af e0e7 e0e9 e000 e00d e029 e03e e052 e0d0 e086 e0c6 e0af e0e7 e002 e00d e028 e03e e051 e0d0 e084
hamfinger2345 hamthumboutmod hamextfingerul hampalml hameyes hamclose hammoved hamlargemod hamreplace hamfist hamthumbacrossmod hamnomotion hamplus hampinch12open hamthumbacrossmod hamextfingeru hampalmdl hamshouldertop hamlrat hamclose hammoveo hamsmallmod,beautiful,e005 e00c e027 e03e e044 e0d0 e084 e0c7 e0aa e000 e00d e0af e0e7 e008 e00d e020 e03d e050 e059 e0d0 e089 e0c6
hamflathand hamextfingeru hampalml hambetween hampalmul hamcheek hamlrat hamtouch hamplus hamsymmlr hamflathand hamfingerstraightmod hamextfingero hambetween hamextfingerol hampalmd hamtouch hamchest hamclose hammover,bed,e001 e020 e03e e0e6 e03f e049 e059 e0d1 e0e7 e0e9 e001 e010 e029 e0e6 e028 e03c e0d1 e052 e0d0 e082
hamflathand hamextfingeru hampalml hambetween hampalmul hamcheek hamlrat hamtouch hamplus hamsymmlr hamfinger2 hamthumbacrossmod hamextfingeru hampalmu hamchest hamclose hamcircled hamplus hamsymmlr hamfinger2 hamthumbacrossmod hamextfingeru hampalmd hamtouch hamchest hammoveo,bed_room,e001 e020 e03e e0e6 e03f e049 e059 e0d1 e0e7 e0e9 e002 e00d e020 e038 e052 e0d0 e094 e0e7 e0e9 e002 e00d e020 e03c e0d1 e052 e089
hamflathand hamextfingeru hampalml hambetween hampalmul hamcheek hamlrat hamtouch hamplus hamsymmlr hamfinger2 hamthumbacrossmod hamextfingeru hampalmu hamchest hamclose hamcircled hamplus hamsymmlr hamfinger2 hamthumbacrossmod hamextfingeru hampalmd hamtouch hamchest hammoveo,bedroom,e001 e020 e03e e0e6 e03f e049 e059 e0d1 e0e7 e0e9 e002 e00d e020 e038 e052 e0d0 e094 e0e7 e0e9 e002 e00d e020 e03c e0d1 e052 e089
hamfinger2 hamthumbacrossmod hamextfingerl hampalmd hamlips hamtouch hammover hamsmallmod hamplus hamsymmlr hamfinger2 hamthumbacrossmod hamextfingerul hampalmdr hamtouch hamforehead hamclose hammover hamarcu hamfast hamplus hamsymmlr hamfinger2 hamthumbacrossmod hamextfingerol hampalml hamtouch hamchest hamclose,beet_roots,e002 e00d e026 e03c e04a e0d1 e082 e0c6 e0e7 e0e9 e002 e00d e027 e03b e0d1 e042 e0d0 e082 e0ba e0c8 e0e7 e0e9 e002 e00d e028 e03e e0d1 e052 e0d0
hamfist hamthumboutmod hamextfingeru hampalml hamear hamlrbeside hammovei,behind,e000 e00c e020 e03e e047 e058 e08c
hamfinger2 hamthumbacrossmod hamextfingerul hampalmd hamforehead hamlrat hamtouch hamnomotion hamplus hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalml hamplus hamextfingeror hampalmu hamparend hamparbegin hampalm hamplus hampinkyside hamparend hamtouch hamchest hamclose,believe,e002 e00d e027 e03c e042 e059 e0d1 e0af e0e7 e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e028 e03e e0e7 e02a e038 e0e3 e0e2 e067 e0e7 e06a e0e3 e0d1 e052 e0d0
hamsymmlr hamfinger23spread hamthumbacrossmod hamindexfinger hamdoublebent hammiddlefinger hamdoublebent hamextfingero hampalml hamstomach hamlrat hamparbegin hamcircleu hamreplace hamfinger23spread hamthumbacrossmod hamindexfinger hamdoublebent hammiddlefinger hamdoublebent hamextfingerl hampalml hamparend hamstomach hamtouch,belt,e0e9 e004 e00d e071 e013 e072 e013 e029 e03e e053 e059 e0e2 e095 e0aa e004 e00d e071 e013 e072 e013 e026 e03e e0e3 e053 e0d1
hamfinger23spread hamthumbacrossmod hamindexfinger hamfingerhookmod hammiddlefinger hamfingerhookmod hamextfingeru hampalmd hamchest,bent-v,e004 e00d e071 e012 e072 e012 e020 e03c e052
hamparbegin hamflathand hamplus hamflathand hamparend hamparbegin hamextfingeru hamplus hamextfingeru hamparend hamparbegin hampalml hamplus hampalmr hamparend hamparbegin hamthumb hamindexfinger hammiddlefinger hamringfinger hampinky hamfingertip hamplus hamthumb hamindexfinger hammiddlefinger hamringfinger hampinky hamfingertip hamparend hamtouch hamparbegin hamreplace hamceeall hamextfingerr hampalmu hamparend hamshoulders hammovedo hamlargemod,bhagat,e0e2 e001 e0e7 e001 e0e3 e0e2 e020 e0e7 e020 e0e3 e0e2 e03e e0e7 e03a e0e3 e0e2 e070 e071 e072 e073 e074 e075 e0e7 e070 e071 e072 e073 e074 e075 e0e3 e0d1 e0e2 e0aa e00a e022 e038 e0e3 e051 e090 e0c7
hamsymmlr hamflathand hamextfingeru hampalml hamstomach hamlrat hamclose hamparbegin hammoveu hamlargemod hamarcr hammoveur hamparend,big,e0e9 e001 e020 e03e e053 e059 e0d0 e0e2 e080 e0c7 e0bb e081 e0e3
hamsymmlr hamflathand hamthumboutmod hamextfingerdl hampalml hamchest hamclose hammover hamsmallmod hamnomotion hamplus hamsymmlr hamflathand hamthumboutmod hamextfingerd hampalml hamchest hamclose hammovei hamplus hamsymmlr hamparbegin hamfist hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingero hampalmd hamplus hamextfingero hampalmd hamparend hamparbegin hamshoulders hamlrbeside hamplus hamlrbeside hamshoulders hamparend hamnodding,bike,e0e9 e001 e00c e025 e03e e052 e0d0 e082 e0c6 e0af e0e7 e0e9 e001 e00c e024 e03e e052 e0d0 e08c e0e7 e0e9 e0e2 e000 e00d e0e7 e000 e00d e0e3 e0e2 e029 e03c e0e7 e029 e03c e0e3 e0e2 e051 e058 e0e7 e058 e051 e0e3 e0a5
hamparbegin hamflathand hamthumbacrossmod hamplus hamflathand hamthumbacrossmod hamparend hamparbegin hamextfingerl hampalml hamplus hamextfingerr hampalmr hamparend hamparbegin hammiddlefinger hamfingerpad hamplus hammiddlefinger hamfingerpad hamparend hamtouch hamshoulders hamclose hamreplace hamflathand hamthumbacrossmod hamextfingerul hampalml hamchest hamlrat hamclose,bill,e0e2 e001 e00d e0e7 e001 e00d e0e3 e0e2 e026 e03e e0e7 e022 e03a e0e3 e0e2 e072 e077 e0e7 e072 e077 e0e3 e0d1 e051 e0d0 e0aa e001 e00d e027 e03e e052 e059 e0d0
hamsymmlr hamparbegin hampinchall hamplus hampinchall hamparend hamparbegin hamextfingeru hambetween hamextfingero hampalml hamplus hamextfingeru hambetween hamextfingero hampalmr hamparend hamclose hameyes hamclose hamplus hamparbegin hampinchall hamplus hampinchall hamparend hamparbegin hamextfingeru hambetween hamextfingero hampalml hamplus hamextfingeru hambetween hamextfingero hampalmr hamparend hamparbegin hamindexfinger hamfingermidjoint hamplus hampinkyside hamparend hamclose hamnose hamclose hamplus hamparbegin hampinchall hamplus hampinchall hamparend hamparbegin hamextfingeru hambetween hamextfingero hampalml hamplus hamextfingeri hambetween hamextfingerr hampalml hamparend hamparbegin hamindexfinger hamfingermidjoint hamplus hampinkyside hamparend hamclose hamnose hamclose hamnomotion hamplus hamparbegin hamflathand hamfingerstraightmod hamplus hamflathand hamfingerstraightmod hamparend hamparbegin hamextfingero hampalml hamplus hamextfingero hampalmr hamparend hamparbegin hammiddlefinger hamfingermidjoint hamhandback hamplus hammiddlefinger hamfingermidjoint hampalm hamparend hamclose hamshoulders hamlrat hamclose hammovei hamsmallmod hamrepeatfromstart,binuclor_microscope,e0e9 e0e2 e007 e0e7 e007 e0e3 e0e2 e020 e0e6 e029 e03e e0e7 e020 e0e6 e029 e03a e0e3 e0d0 e044 e0d0 e0e7 e0e2 e007 e0e7 e007 e0e3 e0e2 e020 e0e6 e029 e03e e0e7 e020 e0e6 e029 e03a e0e3 e0e2 e071 e078 e0e7 e06a e0e3 e0d0 e045 e0d0 e0e7 e0e2 e007 e0e7 e007 e0e3 e0e2 e020 e0e6 e029 e03e e0e7 e02c e0e6 e022 e03e e0e3 e0e2 e071 e078 e0e7 e06a e0e3 e0d0 e045 e0d0 e0af e0e7 e0e2 e001 e010 e0e7 e001 e010 e0e3 e0e2 e029 e03e e0e7 e029 e03a e0e3 e0e2 e072 e078 e068 e0e7 e072 e078 e067 e0e3 e0d0 e051 e059 e0d0 e08c e0c6 e0d8
hamsymmlr hamparbegin hamflathand hamplus hamflathand hamparend hamparbegin hamextfingerr hampalmd hamplus hamextfingerl hampalmd hamparend hamparbegin hamshoulders hamlrbeside hamplus hamlrbeside hamshoulders hamparend hamnodding,bird,e0e9 e0e2 e001 e0e7 e001 e0e3 e0e2 e022 e03c e0e7 e026 e03c e0e3 e0e2 e051 e058 e0e7 e058 e051 e0e3 e0a5
hamsymmlr hamflathand hamfingerbendmod hamextfingero hampalmu hamchest hamlrat hammoved hamsmallmod,birth,e0e9 e001 e011 e029 e038 e052 e059 e084 e0c6
hamparbegin hamfist hamplus hamfist hamparend hamparbegin hamextfingerl hampalmd hamplus hamextfingero hambetween hamextfingerr hampalmd hamparend hamparbegin hamthumbball hamhandback hamplus hammiddlefinger hamfingernail hamparend hamtouch hamstomach,bite,e0e2 e000 e0e7 e000 e0e3 e0e2 e026 e03c e0e7 e029 e0e6 e022 e03c e0e3 e0e2 e066 e068 e0e7 e072 e076 e0e3 e0d1 e053
hamfinger2 hamthumbacrossmod hamextfingerul hampalmd hamhead hamlrat hamclose,black,e002 e00d e027 e03c e040 e059 e0d0
hamfinger2 hamthumbacrossmod hamextfingerl hampalml hamchin hamtouch hammover hamsmallmod hamreplace hamfinger2 hamthumbacrossmod hamfingerstraightmod hamextfingerl hambetween hamextfingero hamnomotion hamplus hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalml hamplus hamextfingeror hampalmu hamparend hamparbegin hampalm hamplus hampinkyside hamparend hamclose hamchest hamclose hammoveor hamrepeatfromstart hamnomotion hamplus hamsymmpar hamparbegin hampinch12open hamthumbacrossmod hamplus hampinch12open hamthumbacrossmod hamparend hamparbegin hamextfingero hampalml hamplus hamextfingeru hampalmdr hamparend hamparbegin hamthumb hamfingernail hamplus hamindexfinger hamfingerpad hamparend hamtouch hamchest hamclose hammoveo hamsmallmod hamfast hamnomotion hamplus hamparbegin hamfinger23spread hamthumbacrossmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingeror hambetween hamextfingero hampalml hamplus hamextfingeror hampalmu hamparend hamparbegin hampalm hamplus hampinkyside hamparend hammover hamplus hamparbegin hamfinger2345 hamthumboutmod hammiddlefinger hamfingerstraightmod hamplus hamfinger2345 hamthumboutmod hammiddlefinger hamfingerstraightmod hamparend hamparbegin hamextfingerl hampalml hamplus hamextfingerr hampalmr hamparend hamparbegin hamforehead hamplus hamshoulders hamparend,bleeding_discorder,e002 e00d e026 e03e e04d e0d1 e082 e0c6 e0aa e002 e00d e010 e026 e0e6 e029 e0af e0e7 e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e028 e03e e0e7 e02a e038 e0e3 e0e2 e067 e0e7 e06a e0e3 e0d0 e052 e0d0 e08a e0d8 e0af e0e7 e0e8 e0e2 e008 e00d e0e7 e008 e00d e0e3 e0e2 e029 e03e e0e7 e020 e03b e0e3 e0e2 e070 e076 e0e7 e071 e077 e0e3 e0d1 e052 e0d0 e089 e0c6 e0c8 e0af e0e7 e0e2 e004 e00d e0e7 e001 e00c e0e3 e0e2 e02a e0e6 e029 e03e e0e7 e02a e038 e0e3 e0e2 e067 e0e7 e06a e0e3 e082 e0e7 e0e2 e005 e00c e072 e010 e0e7 e005 e00c e072 e010 e0e3 e0e2 e026 e03e e0e7 e022 e03a e0e3 e0e2 e042 e0e7 e051 e0e3
